ID_Mahasiswa (NIM/Nama),Gender,IPS_Sem1,IPS_Sem2,IPS_Sem3,IPS_Sem4,Total_SKS_Ambil,Total_SKS_Lulus,Nilai_Matkul_Killer,Jml_Mengulang,Status_Beasiswa,Bekerja
20230452120 - Yuni Ananda,Perempuan,3.27,2.78,3.12,2.85,85,85,79,0,Tidak,Tidak
20230458716 - Vina Anggraini,Perempuan,3.26,3.22,3.30,3.50,86,86,80,0,Tidak,Tidak
20230459328 - Rizky Utami,Laki-laki,2.11,2.12,2.46,2.37,75,66,47,3,Tidak,Ya
20230458808 - Siti Fadillah,Perempuan,2.56,2.69,2.62,2.83,80,77,59,1,Tidak,Tidak
20220455353 - Dinda Santoso,Perempuan,2.68,2.66,2.27,2.25,82,73,54,3,Tidak,Tidak
20230456799 - Yoga Wijaya,Laki-laki,3.14,3.42,3.42,3.37,88,88,88,0,Tidak,Ya
20230452219 - Fauzan Nugroho,Laki-laki,3.62,3.92,4.00,4.00,92,92,83,0,Tidak,Ya
20220457689 - Fitri Ananda,Perempuan,2.57,2.28,1.93,2.39,69,61,50,2,Tidak,Ya
20230459072 - Indah Wijaya,Perempuan,3.09,3.39,3.31,3.33,87,87,76,0,Tidak,Tidak
20230458944 - Agung Ramadhan,Laki-laki,3.55,3.43,3.79,4.00,88,88,96,0,Tidak,Tidak
20220457134 - Riska Setiawan,Perempuan,3.13,3.15,2.69,2.58,80,80,78,0,Tidak,Tidak
20230455359 - Reza Fadillah,Laki-laki,2.80,3.35,3.68,3.70,90,90,87,0,Tidak,Tidak
20220454968 - Anisa Febrianti,Perempuan,2.96,3.23,3.07,3.26,92,92,77,0,Tidak,Tidak
20230452262 - Yoga Syahputra,Laki-laki,4.00,3.93,3.99,3.72,91,91,87,0,Tidak,Tidak
20220452016 - Budi Saputra,Laki-laki,2.65,3.24,2.64,2.94,76,76,66,0,Tidak,Ya
20220456569 - Doni Sari,Laki-laki,2.88,3.12,2.76,3.05,80,78,82,1,Tidak,Tidak
20230458360 - Nadia Maharani,Perempuan,2.75,2.86,3.15,3.51,90,90,76,0,Tidak,Ya
20220453471 - Wulan Kurniawan,Perempuan,3.17,3.63,3.29,2.95,86,86,87,0,Ya,Ya
20230459264 - Bagas Rahman,Laki-laki,2.91,3.03,2.91,3.60,89,89,80,0,Tidak,Ya
20230459880 - Doni Laksana,Laki-laki,3.41,3.53,3.47,3.22,94,92,79,1,Tidak,Ya
20230453781 - Hafiz Saputra,Laki-laki,1.92,2.03,2.37,2.46,69,66,50,1,Tidak,Tidak
20230459807 - Wahyu Santoso,Laki-laki,3.40,3.07,3.28,3.00,83,80,65,1,Tidak,Ya
20220455941 - Tiara Maulana,Perempuan,3.03,3.19,3.32,3.27,86,84,69,1,Tidak,Tidak
20220456056 - Joko Kurniawan,Laki-laki,3.04,2.80,3.32,3.06,90,90,72,0,Tidak,Ya
20230455087 - Fauzan Pratama,Laki-laki,2.26,2.56,2.44,2.50,81,77,60,2,Tidak,Tidak
20230451462 - Dinda Rahman,Perempuan,2.96,2.89,3.36,3.36,91,91,82,0,Tidak,Tidak
20220456449 - Rian Putra,Laki-laki,3.81,3.83,4.00,4.00,88,88,89,0,Tidak,Tidak
20220451364 - Nico Wijaya,Laki-laki,2.79,3.28,3.01,2.88,75,75,82,0,Ya,Ya
20230454423 - Budi Santoso,Laki-laki,2.90,2.66,3.10,3.12,75,69,74,2,Tidak,Tidak
20230459001 - Maya Syahputra,Perempuan,2.85,2.84,2.42,2.72,85,85,82,0,Tidak,Tidak
20220459665 - Nico Akbar,Laki-laki,2.69,3.15,3.32,3.83,86,86,78,0,Tidak,Tidak
20220458123 - Rangga Pratama,Laki-laki,2.56,2.81,2.40,3.01,88,85,69,1,Tidak,Tidak
20230458282 - Kevin Pratama,Laki-laki,2.57,2.33,2.61,2.47,68,60,63,2,Tidak,Tidak
20220452510 - Doni Hidayat,Laki-laki,3.85,3.91,3.46,3.61,89,89,95,0,Ya,Tidak
20230456418 - Tasya Aprilia,Perempuan,3.25,3.11,3.50,3.30,88,88,88,0,Tidak,Tidak
20220453972 - Bagas Laksana,Laki-laki,3.13,3.13,3.18,3.22,89,89,84,0,Tidak,Tidak
20220454137 - Vina Salsabila,Perempuan,3.49,3.45,3.05,3.45,86,83,79,1,Tidak,Tidak
20230451400 - Riska Hidayat,Perempuan,3.23,3.58,3.65,3.92,96,92,78,1,Ya,Tidak
20220453678 - Budi Maharani,Laki-laki,2.57,2.73,2.99,3.04,74,72,71,1,Tidak,Ya
20220458092 - Fauzan Azizah,Laki-laki,1.72,1.62,1.89,1.72,73,67,42,2,Tidak,Tidak
20220457640 - Siti Hidayat,Perempuan,2.23,2.64,2.73,2.81,86,86,82,0,Tidak,Tidak
20230454619 - Gilang Laksana,Laki-laki,3.38,2.82,3.04,3.29,92,88,70,1,Tidak,Tidak
20230452877 - Melati Putra,Perempuan,2.81,3.19,3.24,2.83,86,80,65,2,Tidak,Ya
20230453377 - Ahmad Firmansyah,Laki-laki,2.04,2.67,2.66,2.44,78,72,54,2,Tidak,Ya
20230456779 - Rafi Wijaya,Laki-laki,2.91,3.35,3.44,3.20,89,89,78,0,Tidak,Tidak
20230457371 - Aisyah Kurniawan,Perempuan,2.44,2.48,2.48,2.43,75,63,37,4,Tidak,Ya
20230454135 - Rani Aprilia,Perempuan,3.46,3.22,3.03,2.85,90,90,87,0,Ya,Ya
20230454616 - Gilang Anggraini,Laki-laki,3.61,3.72,4.00,4.00,95,95,90,0,Tidak,Tidak
20220458857 - Fitri Cahya,Perempuan,2.91,3.01,3.01,3.20,82,82,72,0,Tidak,Tidak
20230452621 - Fitri Pratama,Perempuan,3.80,3.95,3.98,3.80,94,94,94,0,Tidak,Tidak
20230457825 - Farhan Ananda,Laki-laki,3.41,3.42,3.53,3.04,86,83,70,1,Tidak,Ya
20230452461 - Aisyah Azizah,Perempuan,2.48,2.70,2.40,2.45,80,80,81,0,Tidak,Tidak
20230457268 - Siti Setiawan,Perempuan,2.86,2.96,3.50,2.82,89,86,76,1,Tidak,Ya
20230455815 - Riska Syahputra,Perempuan,2.93,3.40,3.24,3.28,83,83,72,0,Tidak,Ya
20230458016 - Rani Santoso,Perempuan,3.32,3.32,3.26,3.06,83,83,74,0,Tidak,Tidak
20220452071 - Putri Cahya,Perempuan,2.81,2.99,3.05,3.25,85,85,69,0,Tidak,Tidak
20220454025 - Indah Sari,Perempuan,2.97,2.89,3.20,3.04,86,86,76,0,Tidak,Ya
20230458619 - Galih Syahputra,Laki-laki,3.91,3.59,3.58,3.01,93,93,77,0,Tidak,Tidak
20230454056 - Intan Laksana,Perempuan,2.88,2.62,2.73,2.78,81,81,82,0,Tidak,Tidak
20220457526 - Arif Salsabila,Laki-laki,2.63,2.37,2.50,2.23,72,64,48,4,Tidak,Ya
20230459950 - Naufal Permata,Laki-laki,3.18,3.41,3.62,3.67,94,94,86,0,Tidak,Tidak
20230452558 - Lestari Sari,Perempuan,2.87,3.28,3.24,3.44,86,86,89,0,Ya,Tidak
20220451751 - Wulan Hidayat,Perempuan,3.09,2.90,2.84,3.28,86,86,74,0,Tidak,Ya
20230453768 - Zahra Maulana,Perempuan,3.38,3.25,3.36,3.51,90,88,85,1,Ya,Tidak
20220452904 - Aldi Pratama,Laki-laki,2.41,2.13,2.46,2.50,68,66,58,1,Tidak,Tidak
20220451490 - Andi Utami,Laki-laki,1.97,2.05,2.31,2.65,68,52,41,4,Tidak,Tidak
20220458037 - Naufal Pratama,Laki-laki,3.32,3.00,3.36,3.69,89,86,75,1,Tidak,Tidak
20220452998 - Putri Cahya,Perempuan,2.32,2.22,2.37,2.56,69,65,60,2,Tidak,Tidak
20230454278 - Vina Laksana,Perempuan,2.64,2.72,2.57,2.27,85,82,62,1,Tidak,Ya
20230455664 - Nisa Cahya,Perempuan,3.61,3.24,3.65,3.46,96,96,87,0,Tidak,Tidak
20230458510 - Riska Hidayat,Perempuan,2.34,2.72,2.24,2.65,76,73,53,1,Tidak,Tidak
20230455135 - Bagas Maulana,Laki-laki,2.94,3.01,2.97,2.90,78,78,71,0,Tidak,Ya
20220454888 - Wulan Febrianti,Perempuan,1.93,2.05,2.14,2.27,82,74,40,2,Tidak,Ya
20230458599 - Gilang Purnama,Laki-laki,2.66,3.25,3.12,3.55,83,83,73,0,Tidak,Tidak
20230454462 - Arif Yusuf,Laki-laki,3.19,3.22,3.58,3.60,86,86,86,0,Tidak,Tidak
20220456092 - Aisyah Anggraini,Perempuan,3.54,3.49,3.74,3.67,95,95,100,0,Ya,Tidak
20220459407 - Arif Nugroho,Laki-laki,2.35,2.32,2.67,2.50,70,54,42,4,Tidak,Ya
20220457064 - Rahma Febrianti,Perempuan,3.40,3.21,3.52,3.52,92,92,92,0,Tidak,Tidak
20220451853 - Maya Ananda,Perempuan,3.12,3.12,2.73,2.69,80,77,66,1,Tidak,Ya
20230454930 - Yoga Rahman,Laki-laki,3.16,3.08,2.94,2.84,86,86,77,0,Tidak,Tidak
20220455428 - Budi Nugroho,Laki-laki,2.77,2.68,2.83,2.97,82,78,67,2,Tidak,Tidak
20230456635 - Indah Saputra,Perempuan,3.32,3.22,3.12,3.19,92,89,82,1,Tidak,Tidak
20230456292 - Nabila Anggraini,Perempuan,3.06,2.75,2.77,3.08,79,79,74,0,Tidak,Tidak
20230457741 - Bayu Febrianti,Laki-laki,2.93,3.11,3.08,3.54,88,88,71,0,Tidak,Tidak
20220453110 - Dimas Firmansyah,Laki-laki,2.71,2.86,3.00,3.06,74,74,70,0,Tidak,Tidak
20230453959 - Yuni Nugroho,Perempuan,3.46,3.80,3.41,4.00,96,96,86,0,Tidak,Ya
20220454994 - Ilham Maharani,Laki-laki,3.85,3.44,3.70,3.48,95,95,87,0,Tidak,Tidak
20230454415 - Aldi Febrianti,Laki-laki,3.52,3.39,3.72,3.91,96,96,95,0,Ya,Tidak
20220455823 - Dimas Kurniawan,Laki-laki,3.69,3.81,3.94,4.00,94,94,95,0,Tidak,Tidak
20230459362 - Yoga Ananda,Laki-laki,2.89,2.73,2.55,2.22,79,73,57,2,Tidak,Tidak
20220452246 - Alif Maulana,Laki-laki,2.75,2.98,2.92,3.54,83,83,79,0,Tidak,Ya
20220455527 - Dewi Firmansyah,Perempuan,3.01,3.42,2.86,3.05,90,90,92,0,Ya,Tidak
20220451148 - Rangga Hidayat,Laki-laki,2.67,2.77,2.92,3.12,80,77,70,1,Tidak,Ya
20230459922 - Agung Pratama,Laki-laki,2.76,2.70,3.15,2.70,78,72,62,2,Tidak,Tidak
20220458034 - Fajar Nugroho,Laki-laki,3.54,3.94,4.00,4.00,95,95,84,0,Ya,Tidak
20220454101 - Wahyu Salsabila,Laki-laki,3.12,3.21,3.32,3.61,87,87,86,0,Tidak,Tidak
20230455475 - Rian Rahman,Laki-laki,2.80,3.61,3.57,3.54,82,82,88,0,Tidak,Ya
20230459289 - Dimas Hidayat,Laki-laki,2.89,3.25,3.79,4.00,96,96,87,0,Tidak,Tidak
20220451619 - Doni Akbar,Laki-laki,3.06,2.96,3.04,2.96,87,83,71,1,Tidak,Tidak
20220458429 - Galih Firmansyah,Laki-laki,2.93,3.18,3.19,3.00,84,81,78,1,Tidak,Ya
20230453482 - Aisyah Ananda,Perempuan,2.39,2.53,2.58,2.39,71,65,48,3,Tidak,Tidak
20230456017 - Nadia Wijaya,Perempuan,2.89,2.69,2.62,3.03,88,84,69,1,Tidak,Ya
20220453250 - Fauzan Salsabila,Laki-laki,3.56,3.62,3.08,3.42,95,95,87,0,Tidak,Tidak
20230451724 - Rian Setiawan,Laki-laki,2.90,3.01,3.30,3.17,82,82,80,0,Tidak,Ya
20220454269 - Bayu Ramadhan,Laki-laki,2.89,3.03,2.94,2.92,80,68,56,3,Tidak,Tidak
20230454333 - Bagas Laksana,Laki-laki,3.23,2.73,2.46,2.87,80,74,70,2,Ya,Tidak
20220457492 - Dewi Saputra,Perempuan,2.97,3.05,3.19,3.05,86,86,71,0,Tidak,Tidak
20220456565 - Dewi Hidayat,Perempuan,2.14,2.27,2.63,2.60,82,76,57,2,Tidak,Ya
20220454808 - Rani Utami,Perempuan,2.79,3.23,2.74,2.73,76,76,76,0,Tidak,Ya
20220453773 - Dimas Putra,Laki-laki,3.93,3.44,3.74,3.74,92,92,87,0,Tidak,Tidak
20230452192 - Aisyah Syahputra,Perempuan,3.69,3.53,3.25,3.11,82,82,87,0,Ya,Ya
20230459156 - Salma Nugroho,Perempuan,3.32,3.39,3.55,3.35,92,92,86,0,Tidak,Tidak
20220452095 - Yuni Yusuf,Perempuan,3.54,3.53,3.53,3.23,89,89,92,0,Tidak,Tidak
20220456809 - Citra Yusuf,Perempuan,3.19,3.25,3.48,3.84,93,91,74,1,Tidak,Tidak
20220455683 - Nurul Anggraini,Perempuan,3.41,3.27,3.46,3.46,90,90,86,0,Tidak,Tidak
20220455126 - Agung Santoso,Laki-laki,3.13,3.31,3.14,3.10,85,81,79,1,Tidak,Tidak
20220451836 - Alif Saputra,Laki-laki,3.25,3.18,2.92,2.98,88,88,81,0,Tidak,Tidak
20220453806 - Tiara Pratama,Perempuan,3.06,3.26,2.89,2.85,89,89,76,0,Tidak,Ya
20230451324 - Iqbal Laksana,Laki-laki,2.71,2.61,2.86,2.85,79,75,68,1,Tidak,Ya
20220453249 - Rian Rahman,Laki-laki,2.20,2.36,2.54,2.26,82,79,63,1,Tidak,Tidak
20220457892 - Maya Akbar,Perempuan,2.83,2.79,2.72,2.78,82,74,64,2,Tidak,Tidak
20220453838 - Gilang Hidayat,Laki-laki,3.20,3.28,3.21,3.60,83,83,79,0,Tidak,Tidak
20220457798 - Melati Utami,Perempuan,2.63,2.86,3.02,3.39,82,82,73,0,Tidak,Ya
20220454655 - Nadia Salsabila,Perempuan,2.44,2.97,2.83,3.11,77,77,82,0,Tidak,Tidak
20230457715 - Naufal Sari,Laki-laki,3.71,3.86,4.00,4.00,88,88,98,0,Ya,Tidak
20220459685 - Doni Purnama,Laki-laki,3.24,3.35,3.01,3.03,89,89,80,0,Tidak,Tidak
20230451457 - Gilang Hidayat,Laki-laki,2.90,2.97,3.20,2.91,74,71,71,1,Tidak,Tidak
20230459789 - Ayu Firmansyah,Perempuan,3.01,3.45,3.51,3.39,82,78,79,1,Tidak,Tidak
20230454043 - Dimas Azizah,Laki-laki,2.76,2.65,2.91,2.63,76,73,67,1,Tidak,Ya
20230459712 - Dinda Santoso,Perempuan,3.16,3.34,3.89,3.67,93,93,91,0,Tidak,Ya
20230458905 - Dewi Cahya,Perempuan,3.03,3.27,3.28,3.11,85,82,78,1,Tidak,Ya
20230451180 - Aisyah Laksana,Perempuan,3.60,3.74,4.00,4.00,92,88,77,1,Tidak,Tidak
20220457213 - Yoga Hidayat,Laki-laki,2.99,3.43,3.12,3.16,87,87,78,0,Tidak,Tidak
20230455391 - Fajar Ramadhan,Laki-laki,3.73,3.54,3.90,3.79,89,89,87,0,Ya,Tidak
20220452152 - Yuni Salsabila,Perempuan,3.11,2.91,3.18,3.66,85,85,88,0,Tidak,Tidak
20230452090 - Yoga Saputra,Laki-laki,3.41,3.25,3.20,3.53,88,88,82,0,Tidak,Tidak
20230453857 - Doni Aprilia,Laki-laki,3.27,3.38,3.46,3.84,88,88,83,0,Tidak,Tidak
20230456971 - Nabila Utami,Perempuan,2.81,3.09,3.55,3.75,90,90,85,0,Tidak,Tidak
20220454966 - Rangga Yusuf,Laki-laki,2.70,2.86,3.54,3.10,92,92,82,0,Tidak,Tidak
20220451497 - Indah Utami,Perempuan,3.28,3.43,3.57,3.61,94,94,74,0,Tidak,Ya
20220456684 - Reza Kurniawan,Laki-laki,2.38,2.93,2.89,2.82,79,67,52,3,Tidak,Ya
20230458174 - Aisyah Saputra,Perempuan,2.45,2.55,2.49,2.51,82,79,58,1,Tidak,Tidak
20230454957 - Nisa Fadillah,Perempuan,3.10,3.21,3.37,3.49,85,85,80,0,Tidak,Tidak
20230452124 - Citra Firmansyah,Perempuan,2.98,3.12,2.81,2.81,84,80,59,1,Tidak,Ya
20220454992 - Rahma Ramadhan,Perempuan,2.62,2.55,2.88,3.06,88,82,61,2,Tidak,Tidak
20230457879 - Intan Setiawan,Perempuan,2.80,2.77,2.39,2.44,87,83,61,2,Tidak,Ya
20230459582 - Rahma Aprilia,Perempuan,2.94,3.19,3.17,3.21,91,91,82,0,Tidak,Tidak
20230451200 - Arif Azizah,Laki-laki,2.92,2.52,2.70,3.27,81,72,59,3,Tidak,Tidak
20220459958 - Salma Cahya,Perempuan,2.74,3.03,3.01,3.25,90,90,80,0,Tidak,Tidak
20230458259 - Kevin Utami,Laki-laki,3.21,3.15,3.37,3.69,83,83,85,0,Tidak,Tidak
20220456268 - Maya Syahputra,Perempuan,2.91,3.52,3.25,3.20,87,87,79,0,Tidak,Tidak
20220453476 - Rangga Febrianti,Laki-laki,4.00,4.00,4.00,4.00,92,92,88,0,Tidak,Tidak
20220452324 - Iqbal Ramadhan,Laki-laki,2.76,2.97,2.73,3.24,76,76,79,0,Tidak,Tidak
20230458906 - Vina Cahya,Perempuan,3.28,3.14,3.12,3.06,91,91,75,0,Tidak,Tidak
20220457102 - Fajar Nugroho,Laki-laki,3.03,3.09,3.18,3.32,92,84,75,2,Tidak,Tidak
20230458754 - Ahmad Rahman,Laki-laki,3.89,3.63,3.82,4.00,96,93,82,1,Ya,Ya
20220455313 - Iqbal Purnama,Laki-laki,2.94,3.21,2.78,3.13,84,84,80,0,Ya,Tidak
20220452211 - Hafiz Rahman,Laki-laki,3.52,3.46,3.00,3.31,88,88,75,0,Tidak,Tidak
20230453458 - Rahma Kurniawan,Perempuan,3.83,3.96,3.73,4.00,91,91,93,0,Ya,Tidak
20230454594 - Agung Saputra,Laki-laki,2.57,2.78,3.32,3.27,85,79,58,3,Tidak,Tidak
20230453241 - Tiara Utami,Perempuan,3.36,2.91,2.97,3.25,90,90,87,0,Tidak,Tidak
20220453279 - Aulia Pratama,Perempuan,2.31,2.47,2.82,2.40,81,72,48,3,Tidak,Ya
20220453233 - Rangga Santoso,Laki-laki,3.02,3.05,3.36,3.37,84,84,78,0,Tidak,Tidak
20230453532 - Salma Putra,Perempuan,3.47,3.21,3.25,3.27,89,89,77,0,Tidak,Tidak
20230453714 - Farhan Cahya,Laki-laki,3.28,3.27,3.17,3.18,85,82,72,1,Tidak,Tidak
20220458840 - Bagas Rahman,Laki-laki,2.99,2.43,2.79,2.50,87,87,79,0,Tidak,Tidak
20230454763 - Indah Setiawan,Perempuan,3.31,3.05,3.66,3.79,95,95,89,0,Ya,Ya
20220456646 - Salma Febrianti,Perempuan,3.04,3.51,3.56,3.49,90,88,67,1,Tidak,Ya
20230452687 - Citra Sari,Perempuan,3.62,3.61,3.67,3.73,88,88,91,0,Ya,Tidak
20230455556 - Farhan Sari,Laki-laki,3.00,2.81,2.67,2.62,78,76,72,1,Tidak,Tidak
20230451487 - Ayu Santoso,Perempuan,3.25,3.55,3.46,3.52,93,93,76,0,Tidak,Tidak
20230455717 - Hafiz Maharani,Laki-laki,2.94,2.97,3.05,2.90,84,84,82,0,Tidak,Tidak
20230457455 - Tasya Rahman,Perempuan,3.09,3.59,3.46,3.19,90,82,65,2,Tidak,Tidak
20230455361 - Wahyu Santoso,Laki-laki,2.40,2.13,2.31,2.19,75,66,38,3,Tidak,Tidak
20220457679 - Fitri Wijaya,Perempuan,3.31,3.23,3.58,3.26,82,82,85,0,Tidak,Tidak
20230452938 - Zahra Pratama,Perempuan,2.59,2.43,2.85,2.63,78,69,48,3,Tidak,Ya
20230451249 - Lestari Permata,Perempuan,2.34,2.42,2.09,2.52,74,71,59,1,Tidak,Ya
20230456903 - Fira Rahman,Perempuan,3.24,3.51,3.23,3.50,84,84,85,0,Tidak,Tidak
20220453150 - Farhan Maulana,Laki-laki,2.90,3.01,3.04,3.34,91,88,70,1,Tidak,Ya
20230453349 - Galih Hidayat,Laki-laki,3.15,3.36,3.25,3.00,90,90,85,0,Tidak,Tidak
20220452562 - Kevin Fadillah,Laki-laki,3.23,2.98,2.82,2.80,87,83,59,2,Tidak,Tidak
20220458155 - Andi Laksana,Laki-laki,3.12,3.07,3.15,3.57,83,81,62,1,Tidak,Tidak
20220452837 - Fajar Ramadhan,Laki-laki,2.78,3.06,3.14,3.69,91,89,75,1,Tidak,Ya
20230453566 - Fajar Maulana,Laki-laki,2.77,3.01,3.13,2.87,86,86,82,0,Tidak,Tidak
20220457796 - Bagas Ramadhan,Laki-laki,3.70,3.74,3.50,3.39,96,96,85,0,Tidak,Tidak
20220458476 - Nurul Sari,Perempuan,3.24,3.33,2.83,3.24,87,87,81,0,Tidak,Ya
20230457807 - Rahma Syahputra,Perempuan,2.35,2.16,2.30,2.28,78,67,38,3,Tidak,Ya
20230456605 - Wulan Maulana,Perempuan,3.06,3.39,3.04,3.85,85,85,85,0,Tidak,Ya
20230458322 - Ayu Setiawan,Perempuan,2.78,2.94,2.97,2.91,85,85,71,0,Tidak,Tidak
20230457450 - Tasya Sari,Perempuan,2.71,2.96,3.00,3.14,85,83,74,1,Tidak,Ya
20220459730 - Yuni Maulana,Perempuan,2.13,2.29,2.03,2.39,70,54,38,4,Tidak,Tidak
20220458433 - Naufal Utami,Laki-laki,2.46,3.18,3.30,3.34,85,85,77,0,Tidak,Ya
20220458251 - Rizky Utami,Laki-laki,2.41,2.68,2.88,2.88,86,82,66,1,Tidak,Tidak
20220451165 - Dewi Fadillah,Perempuan,3.33,3.10,2.83,2.50,87,87,82,0,Tidak,Tidak
20220456203 - Tiara Nugroho,Perempuan,3.14,3.10,2.83,3.24,82,82,88,0,Tidak,Tidak
20230453385 - Nisa Fadillah,Perempuan,3.45,3.91,3.67,4.00,94,94,92,0,Tidak,Tidak
20230459504 - Fajar Febrianti,Laki-laki,3.00,3.39,3.34,3.22,83,83,83,0,Tidak,Tidak
20230458965 - Wulan Yusuf,Perempuan,2.75,2.70,3.01,3.04,76,73,76,1,Tidak,Tidak
20220458757 - Rafi Laksana,Laki-laki,3.15,3.28,2.95,3.12,90,90,79,0,Tidak,Tidak
20230451282 - Tiara Salsabila,Perempuan,3.61,3.75,3.48,3.41,94,94,82,0,Tidak,Tidak
20220456519 - Tiara Maharani,Perempuan,3.03,2.88,2.15,2.23,82,82,70,0,Tidak,Tidak
20220456399 - Zahra Putra,Perempuan,3.12,3.39,3.31,3.75,92,84,62,2,Tidak,Tidak
20220453507 - Wulan Permata,Perempuan,2.81,3.35,3.29,3.29,86,86,81,0,Tidak,Tidak
20220454097 - Aisyah Kurniawan,Perempuan,3.83,3.65,3.60,3.58,91,91,91,0,Tidak,Tidak
20220455473 - Fitri Wijaya,Perempuan,3.06,2.90,2.71,2.98,76,70,66,3,Tidak,Tidak
20220451431 - Rani Kurniawan,Perempuan,3.29,3.62,3.41,3.87,96,93,79,1,Ya,Tidak
20220458128 - Aldi Sari,Laki-laki,3.19,3.42,3.34,3.51,90,84,71,2,Tidak,Ya
20230451051 - Fitri Utami,Perempuan,2.68,2.56,2.93,2.95,81,81,81,0,Tidak,Tidak
20220455981 - Tasya Wijaya,Perempuan,2.45,2.53,3.03,3.25,83,79,61,2,Tidak,Tidak
20230457549 - Alif Santoso,Laki-laki,3.38,2.77,2.68,2.71,76,68,53,2,Tidak,Tidak
20230459471 - Rizky Febrianti,Laki-laki,3.19,3.45,3.05,3.31,84,84,83,0,Tidak,Tidak
20230454803 - Siti Maulana,Perempuan,3.45,3.08,3.15,2.99,85,85,83,0,Ya,Tidak
20220456943 - Rafi Wijaya,Laki-laki,3.53,3.45,3.50,3.50,94,94,74,0,Tidak,Ya
20220451118 - Aldi Azizah,Laki-laki,2.81,2.85,2.42,2.51,88,84,65,2,Tidak,Tidak
20230457887 - Doni Akbar,Laki-laki,2.97,2.81,2.85,2.45,84,80,58,2,Tidak,Ya
20220453366 - Kevin Febrianti,Laki-laki,2.32,2.71,3.02,3.34,80,78,71,1,Ya,Ya
20220459999 - Salma Pratama,Perempuan,3.18,2.83,3.12,3.26,91,91,85,0,Ya,Ya
20220459595 - Indah Ananda,Perempuan,3.66,3.51,3.92,3.95,90,90,94,0,Tidak,Tidak
20230451842 - Reza Ramadhan,Laki-laki,1.61,1.98,2.29,2.34,78,62,35,4,Tidak,Ya
20230459548 - Rian Rahman,Laki-laki,3.18,2.80,2.98,2.66,83,83,78,0,Tidak,Tidak
20220452405 - Rafi Ananda,Laki-laki,3.71,3.46,3.57,3.12,96,96,89,0,Tidak,Tidak
20230457831 - Joko Sari,Laki-laki,2.84,3.32,3.71,3.26,87,87,78,0,Tidak,Ya
20230459451 - Dewi Febrianti,Perempuan,3.22,3.09,3.40,3.05,85,85,66,0,Tidak,Tidak
20220453021 - Agung Santoso,Laki-laki,2.77,2.63,2.36,2.45,85,81,65,1,Tidak,Tidak
20220453812 - Wahyu Purnama,Laki-laki,3.65,3.85,3.31,3.63,89,89,85,0,Ya,Tidak
20230452237 - Melati Anggraini,Perempuan,3.27,3.51,3.40,3.23,88,88,86,0,Tidak,Tidak
20220457110 - Riska Aprilia,Perempuan,2.91,3.05,2.57,2.71,87,87,67,0,Tidak,Ya
20230459019 - Yoga Ramadhan,Laki-laki,2.41,2.75,2.35,2.17,78,63,36,5,Tidak,Ya
20230453749 - Fauzan Aprilia,Laki-laki,3.85,3.59,3.77,3.78,94,94,85,0,Tidak,Tidak
20230452946 - Salma Maulana,Perempuan,3.82,3.94,3.83,3.82,96,96,88,0,Ya,Tidak
20220453971 - Tasya Cahya,Perempuan,2.96,3.18,3.40,3.63,86,86,86,0,Tidak,Tidak
20230458570 - Nabila Hidayat,Perempuan,2.63,2.80,3.08,2.74,75,72,69,1,Tidak,Tidak
20230451831 - Joko Fadillah,Laki-laki,3.60,3.47,3.88,3.62,96,96,80,0,Tidak,Tidak
20230452750 - Anisa Hidayat,Perempuan,3.11,3.20,3.21,3.76,92,92,85,0,Tidak,Tidak
20220454765 - Yuni Azizah,Perempuan,3.89,3.67,3.49,3.84,95,95,92,0,Ya,Tidak
20220453357 - Riska Pratama,Perempuan,3.31,3.46,3.46,3.40,92,88,74,1,Tidak,Ya
20230454644 - Nisa Laksana,Perempuan,2.91,2.85,2.98,2.47,84,80,56,2,Tidak,Ya
20230451549 - Yuni Ramadhan,Perempuan,3.09,2.58,2.72,2.20,88,88,81,0,Tidak,Tidak
20220453490 - Nurul Pratama,Perempuan,3.07,3.23,3.18,3.13,83,83,76,0,Tidak,Ya
20230454382 - Bayu Setiawan,Laki-laki,2.39,2.66,2.77,2.82,74,74,70,0,Tidak,Tidak
20230454847 - Nabila Utami,Perempuan,2.73,2.73,3.01,2.87,82,78,69,1,Tidak,Ya
20230452179 - Aulia Laksana,Perempuan,2.79,3.33,3.42,3.63,87,87,73,0,Tidak,Ya
20230454128 - Wulan Nugroho,Perempuan,2.84,2.57,2.61,2.61,85,82,66,1,Tidak,Tidak
20220458133 - Galih Aprilia,Laki-laki,4.00,3.86,4.00,4.00,94,94,94,0,Tidak,Tidak
20220459215 - Nadia Kurniawan,Perempuan,3.14,3.07,2.84,2.82,85,76,68,3,Tidak,Tidak
20220456892 - Galih Setiawan,Laki-laki,3.10,3.22,3.45,3.35,83,83,83,0,Tidak,Tidak
20220453611 - Tiara Maulana,Perempuan,3.14,3.54,3.46,3.49,90,87,72,1,Tidak,Ya
20230455800 - Fitri Permata,Perempuan,2.31,2.47,2.37,2.34,74,71,55,1,Tidak,Ya
20220457172 - Siti Saputra,Perempuan,2.97,2.65,2.93,3.02,87,83,69,1,Tidak,Tidak
20220458355 - Tasya Rahman,Perempuan,2.71,2.78,3.21,2.92,79,75,66,1,Tidak,Ya
20230457484 - Melati Sari,Perempuan,3.33,3.57,3.24,3.36,91,91,80,0,Tidak,Ya
